T,x,y,z,Vx,Vy,Vz,V,Ax,Ay,Az,A,dx,dy,dz,displacement,V_pred_poly,V_pred_gpr,V_deviation_poly,V_deviation_gpr,V_pred,V_deviation,A_pred_poly,A_pred_gpr,A_deviation_poly,A_deviation_gpr,A_pred,A_deviation,displacement_pred_poly,displacement_pred_gpr,displacement_deviation_poly,displacement_deviation_gpr,displacement_pred,displacement_deviation
1,440768.4097835849,-103444.3097654189,1147019.214492295,20.63314331591207,-72.88891958853263,-75.794573312416,114.9112473970997,0.7071243837882419,0.5714796977090879,3.692756716357461,2.762844853414652,0.0,0.0,0.0,0.0,117.61442046634546,116.46029853858177,-2.7031730692457643,-1.5490511414820674,116.46029853858177,-1.5490511414820674,3.5318551917748455,2.7628448539457624,-0.7690103383601934,-5.311102668770218e-10,2.7628448539457624,-5.311102668770218e-10,96.98481736543297,8.574112086989771e-08,-96.98481736543297,-8.574112086989771e-08,8.574112086989771e-08,-8.574112086989771e-08
2,440789.6981710971,-103513.7207775962,1146936.086902798,16.07981901003287,-69.87266790462802,-80.3578003823221,116.4344703378289,5.895064971878987,-1.176053089303366,2.723077064692606,7.256752095825966,21.2883875122061,-69.41101217729738,-83.12758949701674,110.3688370416727,117.45168511015895,116.59878029998394,-1.0172147723300498,-0.1643099621550448,116.59878029998394,-0.1643099621550448,3.5533233699769715,7.2567520933322385,3.703428725848995,2.4937278908510052e-09,7.2567520933322385,2.4937278908510052e-09,98.09862402919696,110.3688370399708,12.27021301247575,1.7019061715473072e-09,110.3688370399708,1.7019061715473072e-09
3,440806.409933407,-103594.713303085,1146859.429779842,19.93882060353977,-71.27994780986229,-75.94363730443231,118.4906275132359,5.118504327874825,-1.0234026401625,0.1608003846937041,4.970362685030406,16.71176230988931,-80.99252548879304,-76.65712295589037,112.76252340396397,117.29028048523085,116.69537451455763,1.200347028005055,1.7952529986782793,116.69537451455763,1.7952529986782793,3.573467673153026,4.970362684075642,1.3968950118773802,9.54764267646624e-10,4.970362684075642,9.54764267646624e-10,99.16340299811007,112.7625234003656,13.599120405853895,3.598373155000445e-09,112.7625234003656,3.598373155000445e-09
4,440818.868390254,-103669.4386725064,1146776.243064144,20.73253698669712,-74.29008676436344,-79.41638537189678,115.6873294684098,3.237825302046966,1.210591540261755,1.495554339561922,4.547472443009748,12.458456847001798,-74.72536942140141,-83.18671569810249,112.5127710564914,117.13022528430622,116.74962420056599,-1.4428958158964207,-1.0622947321561895,116.74962420056599,-1.0622947321561895,3.5923160797341165,4.54747244233963,0.9551563632756315,6.701181831658687e-10,4.54747244233963,6.701181831658687e-10,100.18005572618841,112.5127710530909,12.332715330302989,3.4005012139459723e-09,112.5127710530909,3.4005012139459723e-09
5,440832.4408242896,-103749.1755527134,1146695.279097249,17.50525035065149,-78.18747689808613,-75.19914607170129,117.2347018847398,3.146364398744441,3.748386117931685,5.786905258251569,3.052942451312032,13.572434035595506,-79.73688020699774,-80.96396689489484,114.44363226564127,116.97153820013011,116.76296627156597,0.26316368460969386,0.47173561317383417,116.76296627156597,0.47173561317383417,3.6098965681513495,3.052942451647878,-0.5569541168393175,-3.3584601766278865e-10,3.052942451647878,-3.3584601766278865e-10,101.14948366744805,114.44363226071098,13.294148598193217,4.930285513182753e-09,114.44363226071098,4.930285513182753e-09
6,440852.1502534684,-103833.130884682,1146614.34768207,19.20640617368582,-75.82505975843164,-80.11285436743202,119.8192283681068,0.2804096566656181,1.596718736590133,3.532563502491773,1.53248687462245,19.709429178852588,-83.95533196860924,-80.93141517904587,118.26602778227856,116.81423792544761,116.73859487381598,3.0049904426591922,3.0806334942908222,116.73859487381598,3.0806334942908222,3.6262371168358327,1.5324868759817116,-2.0937502422133827,-1.359261592170924e-09,1.5324868759817116,-1.359261592170924e-09,102.07258827590508,118.26602777431987,16.19343950637348,7.958689707265876e-09,118.26602777431987,7.958689707265876e-09
7,440868.9505429994,-103907.5330244551,1146535.136256639,17.44746256778541,-75.40753816823482,-74.39652055431213,119.51666410537,0.01224375982173966,3.777941896151269,5.653143638913203,6.067119804587012,16.80028953094734,-74.40213977309759,-79.21142543107271,109.96534931496194,116.65834315300376,116.68118418688327,2.858320952366242,2.835479918486726,116.68118418688327,2.835479918486726,3.641365704218673,6.067119802894023,2.425754100368339,1.692988860213518e-09,6.067119802894023,1.692988860213518e-09,102.95027100557557,109.96534931357972,7.015078309386368,1.3822187838741229e-09,109.96534931357972,1.3822187838741229e-09
8,440882.0562304524,-103990.8447795737,1146450.435008804,18.90603066385861,-77.724146389,-77.03823033458548,116.0820107945043,0.01793609780498934,3.429347035267208,3.608481436894352,1.766003320219386,13.105687453004066,-83.31175511860056,-84.70124783483334,119.5278585491071,116.50387257554364,116.59649192443615,-0.4218617810393397,-0.5144811299318519,116.59649192443615,-0.5144811299318519,3.6553103087309777,1.7660033214214677,-1.8893069885115916,-1.2020815454150124e-09,1.7660033214214677,-1.2020815454150124e-09,103.78343331047563,119.52785854014869,15.744425238631464,8.958409125625622e-09,119.52785854014869,8.958409125625622e-09
9,440899.1671482685,-104064.7477375713,1146374.970962573,18.7271437196065,-75.69949178565817,-73.76697573917632,114.1734977510769,4.810667270346011,3.798316611168553,5.384096984783048,0.9756266585190542,17.110917816113215,-73.90295799760497,-75.46404623100534,107.00118215637086,116.3508448858123,116.49087763073054,-2.177347134735399,-2.317379879653643,116.49087763073054,-2.317379879653643,3.6680989088038536,0.9756266602531367,-2.6924722502847995,-1.734082544224691e-09,0.9756266602531367,-1.734082544224691e-09,104.57297664462132,107.00118215733708,2.428205511749539,-9.662244337960146e-10,107.00118215733708,-9.662244337960146e-10
10,440916.0398641536,-104145.5352916987,1146292.265343857,20.86012747296791,-74.7795373364695,-78.072256146326,115.3141198794705,2.992069019277495,1.337193708911421,3.95863767255327,1.777238964457046,16.872715885110665,-80.78755412739702,-82.70561871607788,116.83979121188132,116.19927877655479,116.37077962931512,-0.8851588970842954,-1.056659749844627,116.37077962931512,-1.056659749844627,3.679759482868408,1.777238965651565,-1.902520518411362,-1.1945189282158708e-09,1.777238965651565,-1.1945189282158708e-09,105.31980246202875,116.8397912050526,11.519988749852573,6.8287135945865884e-09,116.8397912050526,6.8287135945865884e-09
