T,x,y,z,Vx,Vy,Vz,V,Ax,Ay,Az,A,dx,dy,dz,displacement,V_pred_poly,V_pred_gpr,V_deviation_poly,V_deviation_gpr,V_pred,V_deviation,A_pred_poly,A_pred_gpr,A_deviation_poly,A_deviation_gpr,A_pred,A_deviation,displacement_pred_poly,displacement_pred_gpr,displacement_deviation_poly,displacement_deviation_gpr,displacement_pred,displacement_deviation
1,440770.1370346164,-103441.69186664,1147017.504518452,15.87136165578114,-67.71987709241945,-77.55143731549056,116.0032169598913,5.028333330150274,3.382123754893993,4.219110532669185,3.970299024721513,0.0,0.0,0.0,0.0,116.22090703892877,114.91495470324584,-0.2176900790374674,1.0882622566454643,114.91495470324584,1.0882622566454643,4.083182426430986,3.9702989988863413,-0.11288340170947331,2.5835171779675647e-08,3.9702989988863413,2.5835171779675647e-08,97.00772565775121,0.025642128403504216,-97.00772565775121,-0.025642128403504216,0.025642128403504216,-0.025642128403504216
2,440788.4187988116,-103512.7735978163,1146936.546864487,21.4425201169529,-74.3192833868713,-77.31725568889796,113.2539760531145,3.566026945518561,3.334519182838695,0.5053026582869686,4.903802932120996,18.28176419524243,-71.08173117629485,-80.95765396510251,109.27477817247113,116.1737322325282,115.53993482346308,-2.919756179413696,-2.2859587703485857,115.53993482346308,-2.2859587703485857,4.051330491197249,4.903802843813346,0.852472440923747,8.830765008127628e-08,4.903802843813346,8.830765008127628e-08,98.12290184986473,109.2741665151333,11.151876322606398,0.0006116573378278645,109.2741665151333,0.0006116573378278645
3,440800.9998985974,-103595.1583050769,1146859.278922975,19.55957124401725,-71.1210694302016,-79.57707023578737,117.020444718291,1.959747900111027,-0.126997100077761,0.588064562275039,2.022248564770895,12.581099785806146,-82.38470726060041,-77.26794151193462,113.64796015647174,116.12377991954459,116.08017390621893,0.8966647987464142,0.9402708120720717,116.08017390621893,0.9402708120720717,4.020651561173381,2.022248669304262,-1.9984029964024854,-1.0453336685145587e-07,2.022248669304262,-1.0453336685145587e-07,99.18889222745024,113.64670265102261,14.4590679290215,0.001257505449132168,113.64670265102261,0.001257505449132168
4,440821.5100998942,-103669.8419008503,1146776.085000052,20.20097659541943,-76.21270419268441,-80.22071595215087,117.486135317845,5.194497098934896,0.4114307142611222,2.829734962746113,4.04307339974515,20.510201296769083,-74.68359577340016,-83.19392292317934,113.66413966694388,116.0711321259818,116.42604436223174,1.4150031918631925,1.060090955613262,116.42604436223174,1.060090955613262,3.9911248128350807,4.04307336903973,0.05194858691006887,3.070541954031114e-08,4.04307336903973,3.070541954031114e-08,100.20660245973345,113.66288232109832,13.457537207210436,0.0012573458455591435,113.66288232109832,0.0012573458455591435
5,440834.5505351688,-103745.8236331712,1146694.583727612,19.84432192453786,-75.25297514244197,-77.80589826853782,115.9578707303203,1.78034688412656,4.948509140382511,2.536853047094951,5.772852765700646,13.040435274597257,-75.98173232089903,-81.50127243995667,112.18615782692513,116.01587087784364,116.50534597303084,-0.05800014752334448,-0.5474752427105471,116.50534597303084,-0.5474752427105471,3.9627294226580507,5.77285261923395,1.8101233430425956,1.464666965489414e-07,5.77285261923395,1.464666965489414e-07,101.17693821594007,112.18527768360173,11.009219610985056,0.0008801433233998068,112.18527768360173,0.0008801433233998068
6,440853.2858909451,-103834.2165943682,1146615.992471675,22.4409935068541,-78.53019998173403,-78.95961997762103,117.8283088868984,3.795638637867044,2.659181712122975,4.595679323346409,3.055353078235237,18.735355776327197,-88.39296119700884,-78.59125593700446,119.75355800558582,115.95807820113393,116.3208210922316,1.8702306857644686,1.507487794666801,116.3208210922316,1.507487794666801,3.9354445671179916,3.0553531136305976,-0.8800914888827545,-3.539536042040936e-08,3.0553531136305976,-3.539536042040936e-08,102.10080516529582,119.75085110439669,17.652752840289992,0.00270690118912853,119.75085110439669,0.00270690118912853
7,440867.6260588609,-103909.2809390463,1146534.442344654,18.39693244046995,-77.07705165929687,-74.81108288665848,116.9596112062447,0.5312706648130486,2.617596469217693,4.610423753587011,5.491230833687721,14.340167915797792,-75.06434467808867,-81.55012702103704,111.76188739884206,115.89783612185647,115.96142576127123,1.0617750843882305,0.9981854449734726,115.96142576127123,0.9981854449734726,3.9092494226906043,5.4912307060678875,1.581981410997117,1.2761983381182063e-07,5.4912307060678875,1.2761983381182063e-07,102.97910897702643,111.76111691865219,8.782778421815635,0.0007704801898711366,111.76111691865219,0.0007704801898711366
8,440882.5155994361,-103988.9037208971,1146451.055814499,21.07207138408712,-76.05629227880497,-73.78964463011664,113.7478958743964,3.322464089283214,4.968617736382611,3.948993169616694,4.697532141254826,14.889540575211868,-79.62278185080504,-83.38653015485033,116.2531686426978,115.83522666601509,115.57472246105179,-2.087330791618683,-1.826826586655386,115.57472246105179,-1.826826586655386,3.8841231658515896,4.697532066751347,0.8134089754032368,7.450347894177867e-08,4.697532066751347,7.450347894177867e-08,103.81275532035758,116.25129383831359,12.44041332234022,0.0018748043842151674,116.25129383831359,0.0018748043842151674
9,440898.8206651792,-104069.9667307408,1146374.115273866,19.84539844588573,-76.50037589280267,-76.32221867278417,116.0562765897871,2.983866815794158,5.520387542492607,5.653137290408337,3.421337474493991,16.305065743101295,-81.06300984369591,-76.94054063293152,112.94650736828378,115.7703318596136,115.3067727477575,0.2859447301734974,0.749503842029597,115.3067727477575,0.749503842029597,3.860044973076648,3.421337485396736,-0.4387074985826569,-1.0902744929097707e-08,3.421337485396736,-1.0902744929097707e-08,104.60264986451503,112.94542490600273,8.343857503768746,0.0010824622810474693,112.94542490600273,0.0010824622810474693
10,440918.252059669,-104146.639751376,1146296.524930882,17.19972694895483,-75.1786426477396,-75.57199819652838,115.1229718412876,2.636568962050815,3.865262743325902,1.936615407128389,2.233497752931558,19.431394489773083,-76.67302063520765,-77.59034298406914,110.79978569261607,115.70323372865583,115.23572033283254,-0.5802618873682377,-0.11274849154494859,115.23572033283254,-0.11274849154494859,3.836994020841481,2.233497843327587,-1.603496267909923,-9.03960293285877e-08,2.233497843327587,-9.03960293285877e-08,105.34969827872446,110.79919246702096,5.450087413891609,0.00059322559511088,110.79919246702096,0.00059322559511088
